"blueWins","blueWardsPlaced","blueWardsDestroyed","blueFirstBlood","blueKills","blueDeaths","blueAssists","blueEliteMonsters","blueTowersDestroyed","blueTotalGold","blueAvgLevel","blueTotalExperience","blueTotalMinionsKilled","blueTotalJungleMinionsKilled","blueGoldDiff","blueExperienceDiff","redWardsPlaced","redWardsDestroyed","redFirstBlood","redKills","redDeaths","redAssists","redEliteMonsters","redTowersDestroyed","redTotalGold","redAvgLevel","redTotalExperience","redTotalMinionsKilled","redTotalJungleMinionsKilled","redGoldDiff","redExperienceDiff"
0,17,4,"0",5,11,5,1,0,16280,6.6,17350,199,48,-2198,-1633,15,3,"1",11,5,15,0,0,18478,7.2,18983,188,46,2198,1633
1,65,2,"0",3,8,5,0,0,14823,6.8,17193,193,56,-3916,-1400,23,5,"1",8,3,7,2,1,18739,7,18593,245,53,3916,1400
1,20,2,"1",9,9,7,0,0,17174,7,18159,189,49,-1342,-1278,173,3,"0",9,9,10,1,0,18516,7.2,19437,238,50,1342,1278
1,14,4,"0",8,4,8,1,0,17349,7.6,19375,197,55,1942,1658,19,3,"1",4,8,2,1,0,15407,6.8,17717,228,52,-1942,-1658
0,16,2,"0",1,5,2,1,0,13235,6.4,15728,187,40,-2466,-1449,19,6,"1",5,1,6,1,0,15701,6.6,17177,221,31,2466,1449
0,15,2,"0",6,10,8,0,0,16231,6.6,16805,179,50,-1535,-838,16,3,"1",10,6,11,1,0,17766,6.8,17643,192,59,1535,838
1,13,1,"0",4,5,3,2,0,15255,7.2,18352,228,47,-965,658,14,1,"1",5,4,5,0,0,16220,7,17694,223,44,965,-658
1,21,1,"0",2,5,1,0,0,15337,7.2,18920,235,72,-1676,-532,19,4,"1",5,2,8,0,0,17013,7.4,19452,228,63,1676,532
1,17,4,"1",9,6,9,0,0,18050,6.6,17022,220,28,2847,1559,20,1,"0",6,9,6,1,0,15203,6.2,15463,176,52,-2847,-1559
1,48,4,"1",4,2,4,1,0,15730,6.8,18012,240,55,1383,660,14,2,"0",2,4,1,0,0,14347,6.6,17352,221,56,-1383,-660
0,13,3,"0",2,3,3,0,0,14752,6.8,17798,230,53,-439,-983,36,0,"1",3,2,3,2,0,15191,7.2,18781,222,65,439,983
1,73,2,"0",9,5,10,0,0,17578,7.2,19495,213,52,1989,2500,16,0,"1",5,9,5,1,0,15589,6.8,16995,218,44,-1989,-2500
1,13,6,"0",5,6,3,1,0,15397,6.6,17110,222,55,-775,-393,19,0,"1",6,5,5,0,0,16172,6.8,17503,191,52,775,393
0,12,4,"1",8,6,10,1,0,17012,7,17507,225,38,872,-215,74,1,"0",6,8,6,1,0,16140,6.8,17722,214,48,-872,215
1,37,3,"1",2,2,1,1,0,14886,6.8,18605,234,55,762,1570,51,3,"0",2,2,1,1,0,14124,6.8,17035,209,44,-762,-1570
1,16,1,"1",12,7,14,2,0,19592,7.2,19231,235,53,3214,2261,54,1,"0",7,12,5,0,0,16378,7,16970,184,49,-3214,-2261
0,15,1,"0",7,9,6,0,0,17550,7.2,18791,237,52,175,989,12,3,"1",9,7,9,1,0,17375,6.8,17802,221,48,-175,-989
1,13,3,"1",7,6,6,0,0,17106,6.8,17550,226,47,1138,558,16,1,"0",6,7,5,1,0,15968,6.8,16992,202,39,-1138,-558
0,22,2,"1",8,7,9,1,0,17977,7.2,18586,255,49,1062,445,16,4,"0",7,8,8,1,0,16915,7.2,18141,203,62,-1062,-445
1,18,2,"1",6,2,5,1,0,16953,7.2,19642,248,52,2348,2678,18,4,"0",2,6,3,0,0,14605,6.6,16964,225,56,-2348,-2678
0,15,0,"0",2,10,2,0,0,13550,6.4,15932,183,30,-4770,-3411,41,1,"1",10,2,7,1,0,18320,7.4,19343,236,56,4770,3411
0,17,3,"0",4,11,7,0,0,15224,6.8,16862,189,43,-3595,-1973,19,4,"1",11,4,11,1,0,18819,7,18835,221,68,3595,1973
1,18,2,"1",9,3,9,1,0,18582,7.6,19702,243,51,3881,3409,11,4,"0",3,9,4,0,0,14701,6.6,16293,217,40,-3881,-3409
1,26,4,"1",15,3,12,1,0,21202,7.8,21701,238,59,6577,4426,16,1,"0",3,15,3,0,0,14625,7,17275,188,57,-6577,-4426
0,44,2,"1",7,5,3,2,0,16066,6.8,17944,224,50,-1247,400,15,3,"0",5,7,3,0,1,17313,6.8,17544,225,55,1247,-400
1,18,2,"0",9,6,11,1,0,18077,6.8,17869,235,40,1669,113,16,3,"1",6,9,4,0,0,16408,7,17756,218,48,-1669,-113
0,15,3,"0",3,3,6,1,0,16042,7.2,19220,255,72,580,709,20,2,"1",3,3,2,1,0,15462,7,18511,231,51,-580,-709
1,15,3,"1",4,4,7,0,0,14781,6.6,16316,209,32,165,267,14,2,"0",4,4,8,1,0,14616,6.4,16049,185,48,-165,-267
0,80,2,"1",7,11,4,1,0,15904,6.4,15750,198,36,-1597,-1321,16,3,"0",11,7,15,1,0,17501,6.8,17071,170,63,1597,1321
1,14,5,"0",4,5,5,0,0,15281,6.6,16663,211,62,-736,-1526,18,1,"1",5,4,4,1,0,16017,7,18189,229,53,736,1526
0,36,6,"0",4,8,7,0,0,14795,6.6,16491,190,36,-3431,-1020,27,1,"1",8,4,11,1,0,18226,6.8,17511,221,47,3431,1020
1,79,1,"0",3,7,3,0,0,15065,6.8,17306,239,31,-2560,-2062,17,2,"1",7,3,6,2,0,17625,7.2,19368,242,63,2560,2062
1,16,3,"1",9,5,18,2,1,19011,7,17878,201,57,3451,202,46,1,"0",5,9,4,0,0,15560,7,17676,224,44,-3451,-202
0,15,2,"1",6,4,3,0,0,16366,7,18102,237,61,1980,1777,17,1,"0",4,6,4,1,0,14386,6.4,16325,203,40,-1980,-1777
1,18,4,"0",7,9,5,0,0,16709,7.2,19029,227,48,-629,180,17,4,"1",9,7,9,0,0,17338,7.2,18849,223,56,629,-180
1,12,1,"0",5,4,2,1,0,15798,7,18818,231,52,-361,671,17,2,"1",4,5,3,1,0,16159,7,18147,248,48,361,-671
1,10,7,"1",5,3,5,1,0,15239,7.2,18919,218,45,742,2904,22,2,"0",3,5,4,0,0,14497,6.6,16015,182,58,-742,-2904
1,18,5,"1",8,6,11,1,0,17287,7,18312,224,45,886,684,45,3,"0",6,8,8,0,0,16401,6.8,17628,228,32,-886,-684
1,14,4,"1",3,5,5,0,0,14788,6.6,16201,223,44,-166,-1446,16,3,"0",5,3,3,0,0,14954,7,17647,188,52,166,1446
1,13,6,"1",7,5,7,1,0,16736,7,18814,217,56,433,-323,21,4,"0",5,7,6,0,0,16303,7.2,19137,262,52,-433,323
0,16,2,"1",7,9,8,1,0,16876,7,17943,223,38,31,-472,37,4,"0",9,7,12,0,0,16845,7.2,18415,207,27,-31,472
0,16,0,"1",4,8,6,1,0,14563,6.6,15835,196,39,-3004,-3860,17,4,"0",8,4,10,0,0,17567,7.2,19695,229,64,3004,3860
0,16,2,"0",3,5,5,0,0,15912,6.4,16609,236,40,1034,-973,13,4,"1",5,3,2,1,0,14878,6.8,17582,169,67,-1034,973
0,15,2,"0",5,5,9,1,0,16624,6.8,18064,208,62,1060,2796,15,3,"1",5,5,7,1,0,15564,6.6,15268,190,44,-1060,-2796
1,16,1,"1",10,7,9,1,1,19018,7.2,19294,209,63,3126,3795,12,1,"0",7,10,11,0,0,15892,6.4,15499,162,51,-3126,-3795
1,15,5,"0",6,7,6,0,0,16682,7.2,19047,209,68,-257,1379,19,4,"1",7,6,8,1,0,16939,6.8,17668,209,55,257,-1379
0,17,1,"1",6,4,8,2,0,17249,7,18964,239,56,1095,768,12,4,"0",4,6,6,0,0,16154,7,18196,247,56,-1095,-768
1,11,4,"0",4,6,3,0,0,15727,7.2,18903,247,44,-84,221,14,1,"1",6,4,4,0,0,15811,7.2,18682,216,52,84,-221
0,15,2,"0",4,6,3,0,0,14962,7,18176,201,48,-1672,-2213,15,3,"1",6,4,3,0,0,16634,7.4,20389,237,68,1672,2213
0,15,3,"1",6,2,7,1,0,17390,7.4,19841,239,68,1644,987,14,2,"0",2,6,4,1,0,15746,7,18854,250,60,-1644,-987
1,19,4,"1",7,10,8,1,0,16632,6.8,17520,191,53,-1069,-587,17,2,"0",10,7,11,0,0,17701,6.8,18107,202,45,1069,587
1,12,5,"1",5,3,5,1,0,16706,7,17948,231,48,1352,-81,21,0,"0",3,5,2,0,0,15354,7,18029,230,55,-1352,81
0,15,4,"1",2,1,3,0,0,14969,6.8,16983,246,51,816,-457,40,2,"0",1,2,2,2,0,14153,6.8,17440,213,52,-816,457
1,12,6,"0",4,5,5,2,0,16630,7.2,19373,251,70,-159,-206,22,2,"1",5,4,6,0,0,16789,7.2,19579,244,65,159,206
0,16,3,"1",7,11,11,0,0,17037,7,18710,243,47,-1896,-1756,15,2,"0",11,7,13,1,0,18933,7.4,20466,243,50,1896,1756
0,22,3,"1",7,2,3,0,0,16729,7.2,19694,231,56,2248,3163,14,2,"0",2,7,1,0,0,14481,6.4,16531,206,53,-2248,-3163
1,27,2,"1",5,5,6,0,0,16281,6.8,17527,233,48,128,-368,17,4,"0",5,5,10,1,0,16153,7.2,17895,223,51,-128,368
1,61,6,"1",6,4,11,0,0,16375,7.2,18060,226,44,1389,1615,13,1,"0",4,6,3,2,0,14986,6.6,16445,198,50,-1389,-1615
1,36,3,"1",7,4,4,1,0,16849,7.6,20518,234,68,1116,2834,13,1,"0",4,7,6,0,0,15733,6.8,17684,237,48,-1116,-2834
1,14,2,"1",10,2,16,1,0,18195,7.2,19078,220,48,4358,4325,16,1,"0",2,10,3,0,0,13837,6,14753,207,44,-4358,-4325
1,14,2,"0",4,7,2,0,0,15825,7,18247,235,54,-306,-953,37,3,"1",7,4,7,1,0,16131,7.4,19200,227,45,306,953
1,9,5,"1",11,7,8,0,0,18483,7.4,19419,199,47,2915,2523,18,1,"0",7,11,6,0,0,15568,6.6,16896,209,41,-2915,-2523
0,18,4,"0",10,6,14,0,0,18270,7,18940,234,50,1927,495,15,2,"1",6,10,7,2,0,16343,7,18445,224,49,-1927,-495
0,17,3,"1",9,6,11,0,0,17372,6.8,17545,202,42,1491,1101,17,4,"0",6,9,6,2,0,15881,6.4,16444,206,48,-1491,-1101
1,16,2,"0",11,4,13,0,0,19582,7.4,19381,228,44,4267,2764,16,2,"1",4,11,2,0,0,15315,6.6,16617,200,50,-4267,-2764
1,9,1,"0",5,4,3,0,0,16823,7.2,19226,226,68,1409,2767,15,0,"1",4,5,7,0,0,15414,6.6,16459,188,52,-1409,-2767
1,23,1,"0",9,4,9,2,0,18264,7.4,20134,234,75,2188,2716,10,1,"1",4,9,5,0,0,16076,6.8,17418,227,60,-2188,-2716
0,18,3,"0",3,10,2,0,0,15142,6.8,16713,211,52,-3107,-1687,19,5,"1",10,3,21,1,0,18249,6.8,18400,222,53,3107,1687
0,36,5,"1",5,8,4,1,0,16396,7.2,18166,211,60,-1640,-907,16,2,"0",8,5,9,0,0,18036,7.2,19073,250,48,1640,907
1,20,6,"0",4,7,3,0,0,15434,7,18097,235,49,-1806,-226,20,4,"1",7,4,12,1,0,17240,7.2,18323,224,58,1806,226
1,17,1,"1",6,3,7,1,1,18564,7,18738,239,44,4518,1715,11,3,"0",3,6,2,0,0,14046,6.8,17023,169,55,-4518,-1715
0,11,2,"0",8,6,9,0,0,17304,7.2,19455,233,52,1127,1908,7,1,"1",6,8,5,1,0,16177,6.8,17547,211,52,-1127,-1908
0,24,1,"1",8,5,5,0,0,17785,7.2,19422,238,55,2597,2731,37,2,"0",5,8,4,1,0,15188,6.6,16691,199,47,-2597,-2731
1,14,2,"1",8,4,11,0,0,17299,6.8,17445,233,32,2406,1503,16,0,"0",4,8,2,0,0,14893,6.2,15942,194,49,-2406,-1503
0,12,2,"0",7,11,4,0,0,15528,6.6,17206,235,6,-3546,-1919,14,0,"1",11,7,12,0,0,19074,7.2,19125,238,65,3546,1919
0,12,4,"1",6,5,10,0,0,16532,6.6,16932,213,58,1920,1140,17,1,"0",5,6,9,1,0,14612,6.4,15792,155,52,-1920,-1140
0,15,3,"1",6,4,7,1,0,16279,7,18119,227,44,1079,784,16,2,"0",4,6,4,0,0,15200,6.6,17335,223,55,-1079,-784
1,16,1,"1",11,5,10,1,0,19245,7.6,20286,245,60,3108,2974,58,2,"0",5,11,6,0,0,16137,6.8,17312,194,64,-3108,-2974
1,20,2,"0",1,5,1,0,0,14998,7,17794,246,48,-1431,269,18,4,"1",5,1,8,0,0,16429,6.8,17525,230,52,1431,-269
1,16,2,"0",6,7,5,1,0,15391,6.6,16901,182,56,-1595,-907,14,2,"1",7,6,5,0,0,16986,6.8,17808,201,64,1595,907
0,17,3,"1",11,8,10,0,0,18459,7,17481,224,39,1536,624,15,1,"0",8,11,12,1,0,16923,6.6,16857,197,55,-1536,-624
0,15,3,"0",4,7,5,0,0,15535,6.8,18068,214,56,-1608,-572,16,1,"1",7,4,9,2,0,17143,7,18640,220,59,1608,572
1,15,1,"1",6,1,9,0,0,17226,7.4,19043,269,52,2955,2093,82,1,"0",1,6,1,1,0,14271,6.8,16950,224,56,-2955,-2093
1,18,3,"1",5,6,6,1,0,15743,6.6,16662,212,48,-720,-1533,21,5,"0",6,5,11,1,0,16463,7,18195,229,48,720,1533
0,16,5,"0",2,5,0,0,0,14659,6.6,16878,233,46,-492,89,17,1,"1",5,2,3,0,0,15151,6.8,16789,175,48,492,-89
0,12,2,"1",7,10,14,1,0,15674,6.4,16123,176,53,-3579,-3233,14,3,"0",10,7,18,1,0,19253,7.2,19356,203,65,3579,3233
1,12,1,"1",13,1,14,0,1,20699,7.4,19768,249,44,7721,5190,14,0,"0",1,13,0,0,0,12978,6,14578,200,40,-7721,-5190
0,16,4,"1",10,3,9,1,0,17631,6.8,18612,201,44,3436,1760,13,4,"0",3,10,1,1,0,14195,6.6,16852,206,48,-3436,-1760
1,36,3,"1",5,5,3,1,0,16282,7.2,19492,225,61,813,1913,13,0,"0",5,5,4,0,0,15469,7,17579,225,52,-813,-1913
0,14,4,"0",3,7,3,2,0,14249,6.6,16596,220,38,-3144,-3235,21,5,"1",7,3,4,0,0,17393,7.2,19831,255,80,3144,3235
0,42,1,"1",12,11,10,1,0,18159,7,18557,207,37,-48,482,22,5,"0",11,12,16,0,0,18207,7.2,18075,159,46,48,-482
0,16,2,"0",6,8,9,1,0,15666,6.4,16073,208,39,-2468,-2552,13,2,"1",8,6,6,1,0,18134,7.2,18625,231,60,2468,2552
0,10,1,"0",1,8,1,0,0,13305,6.2,15657,196,50,-4849,-4463,13,2,"1",8,1,9,2,0,18154,7.4,20120,276,65,4849,4463
1,17,1,"1",6,3,5,1,0,16563,7,18392,215,52,1786,-5,13,0,"0",3,6,2,0,0,14777,7,18397,201,63,-1786,5
1,51,0,"1",11,4,4,1,0,18339,7.2,18855,216,53,4128,2704,13,2,"0",4,11,4,0,0,14211,6.4,16151,158,47,-4128,-2704
1,25,3,"0",11,8,11,0,0,17666,6.8,16963,193,48,-184,-835,13,2,"1",8,11,12,0,0,17850,7,17798,234,52,184,835
0,15,4,"0",4,9,7,1,0,15315,7,17674,188,62,-2881,-981,18,4,"1",9,4,11,1,0,18196,7,18655,230,39,2881,981
1,17,4,"0",12,5,13,0,0,18628,7,18625,239,43,2863,2632,18,5,"1",5,12,7,0,0,15765,6.6,15993,207,45,-2863,-2632
1,14,1,"0",7,3,7,1,0,17342,7.2,18792,248,56,2783,1844,11,1,"1",3,7,3,0,0,14559,6.8,16948,197,52,-2783,-1844
0,18,2,"1",7,8,7,0,1,18000,6.8,17798,210,48,1157,-173,56,5,"0",8,7,10,0,0,16843,7,17971,190,53,-1157,173
1,14,5,"0",3,4,2,1,0,15318,6.8,17968,235,49,-942,120,16,2,"1",4,3,5,1,0,16260,6.8,17848,263,44,942,-120
1,105,2,"1",9,5,9,1,0,17795,7.4,19812,237,71,1367,1620,29,2,"0",5,9,4,1,0,16428,7,18192,217,60,-1367,-1620
0,41,3,"1",6,8,5,0,0,16351,7,18380,234,52,-2929,-154,29,14,"0",8,6,10,1,1,19280,7.2,18534,233,48,2929,154
0,125,0,"1",4,5,2,1,0,14842,6.8,17067,184,46,-1992,-1722,12,1,"0",5,4,5,1,1,16834,7.2,18789,209,55,1992,1722
1,26,7,"1",2,3,6,0,0,15439,7,18214,250,55,567,1168,45,7,"0",3,2,6,1,0,14872,6.6,17046,225,40,-567,-1168
1,15,2,"1",9,6,5,1,0,16994,7.6,19700,225,40,446,2153,14,2,"0",6,9,5,1,0,16548,6.8,17547,234,42,-446,-2153
0,78,3,"1",7,7,15,0,0,16250,6.8,17026,157,54,-1661,-1369,19,5,"0",7,7,9,0,0,17911,7.2,18395,243,51,1661,1369
0,41,3,"0",2,12,2,0,0,14789,6.6,16856,221,54,-5163,-3425,22,5,"1",12,2,13,1,1,19952,7.4,20281,237,41,5163,3425
1,18,2,"0",3,4,2,0,0,14830,6.8,16901,184,60,-572,-636,17,3,"1",4,3,3,1,0,15402,7,17537,194,56,572,636
0,66,4,"0",1,7,1,0,0,14252,6.6,16567,229,47,-4219,-3256,78,2,"1",7,1,9,2,0,18471,7.2,19823,268,59,4219,3256
0,17,3,"0",6,13,5,1,0,17300,7.2,18747,229,68,-2604,-2089,16,0,"1",13,6,12,0,0,19904,7.6,20836,214,52,2604,2089
0,12,4,"0",10,12,6,1,0,17391,6.8,18031,202,56,-3064,-537,18,1,"1",12,10,11,1,1,20455,7.2,18568,180,51,3064,537
0,15,4,"0",5,10,5,0,0,15600,6.6,16412,169,50,-2689,-1566,27,1,"1",10,5,12,1,0,18289,7,17978,223,49,2689,1566
1,14,3,"1",8,4,7,1,0,16134,6.6,16880,183,52,857,22,14,0,"0",4,8,1,0,0,15277,6.6,16858,210,52,-857,-22
1,15,2,"0",11,4,11,0,0,18470,7.4,19952,231,59,3418,3608,37,0,"1",4,11,3,0,0,15052,6.4,16344,214,36,-3418,-3608
0,14,1,"1",3,6,1,1,0,15298,6.8,17728,233,64,-1317,-872,17,3,"0",6,3,11,0,0,16615,7,18600,204,60,1317,872
1,22,6,"1",5,3,7,1,0,15849,6.8,17178,220,43,1236,478,15,3,"0",3,5,6,0,0,14613,6.6,16700,202,55,-1236,-478
1,20,2,"0",5,7,10,1,0,15793,6.4,16329,215,64,-1254,-293,16,4,"1",7,5,11,0,0,17047,6.8,16622,188,37,1254,293
1,15,1,"1",1,2,1,1,0,14392,6.6,17199,222,54,337,124,13,2,"0",2,1,2,0,0,14055,6.8,17075,197,52,-337,-124
0,14,3,"0",6,4,6,0,0,15508,7,17029,193,42,-745,156,13,6,"1",4,6,3,1,0,16253,6.6,16873,250,40,745,-156
1,15,1,"0",2,8,2,1,0,15467,7,18928,228,63,-2524,-376,15,1,"1",8,2,6,0,0,17991,7,19304,252,56,2524,376
1,25,2,"0",14,9,16,1,0,19904,7,18106,179,60,2685,1605,17,4,"1",9,14,7,0,0,17219,6.6,16501,205,44,-2685,-1605
1,17,0,"0",9,10,7,0,0,17206,6.8,16783,216,44,-621,-428,15,2,"1",10,9,10,0,0,17827,6.8,17211,211,42,621,428
0,75,1,"0",7,7,11,0,0,16600,7,18623,195,49,-335,262,12,1,"1",7,7,6,0,0,16935,7.2,18361,206,58,335,-262
1,40,3,"0",5,6,5,1,0,16154,6.8,18329,235,42,-773,609,11,1,"1",6,5,8,1,0,16927,6.8,17720,201,48,773,-609
0,15,1,"0",5,7,12,1,0,15218,6.4,16410,198,44,-2060,-2850,18,1,"1",7,5,6,0,0,17278,7.2,19260,240,47,2060,2850
1,14,0,"1",5,7,5,1,0,15135,6.6,17507,176,68,-2497,-1376,12,3,"0",7,5,9,1,0,17632,7.2,18883,231,68,2497,1376
0,13,2,"0",3,6,1,0,0,14980,6.8,17697,210,59,-2958,-1627,43,4,"1",6,3,4,1,0,17938,7.2,19324,268,65,2958,1627
1,16,3,"0",7,4,5,1,0,16283,7.2,19282,206,63,-30,1427,15,1,"1",4,7,5,0,0,16313,7,17855,217,48,30,-1427
1,47,1,"0",3,2,3,0,0,14706,6.6,15747,203,45,207,-1880,18,2,"1",2,3,1,0,0,14499,6.8,17627,242,54,-207,1880
0,18,4,"0",12,5,14,1,0,18508,7.4,18693,205,60,1442,322,15,4,"1",5,12,4,0,0,17066,7,18371,225,52,-1442,-322
0,19,2,"1",5,6,7,1,1,18324,7.2,18932,227,68,2215,2315,16,4,"0",6,5,13,0,0,16109,6.6,16617,203,36,-2215,-2315
0,13,2,"0",4,13,2,0,0,14969,6.6,16183,208,43,-4486,-5334,23,2,"1",13,4,8,0,0,19455,7.6,21517,222,59,4486,5334
1,17,4,"0",4,3,1,1,0,15116,7,18375,228,64,-434,673,18,7,"1",3,4,4,0,0,15550,7,17702,246,53,434,-673
0,22,1,"0",5,5,2,0,0,15752,7,18629,217,55,-717,8,94,2,"1",5,5,4,0,0,16469,7.2,18621,218,54,717,-8
0,109,0,"1",10,3,14,1,0,19056,7.2,18501,233,43,4312,1000,16,3,"0",3,10,1,1,0,14744,6.8,17501,211,48,-4312,-1000
0,41,2,"0",5,4,7,1,0,16412,7.2,18935,223,44,980,1536,13,4,"1",4,5,5,0,0,15432,6.8,17399,232,38,-980,-1536
1,17,1,"1",8,4,9,1,0,17773,7,19376,235,56,2898,1941,36,1,"0",4,8,4,0,0,14875,7,17435,181,57,-2898,-1941
0,40,5,"0",3,5,4,0,0,14710,6.8,16797,227,34,-1799,-1942,19,4,"1",5,3,8,1,0,16509,7,18739,204,75,1799,1942
0,12,0,"1",8,9,9,0,0,17543,7,18113,190,56,304,-302,15,1,"0",9,8,3,1,0,17239,7,18415,196,59,-304,302
1,15,3,"0",6,4,3,1,0,15981,7,18320,219,60,354,1465,18,5,"1",4,6,4,0,0,15627,6.6,16855,217,47,-354,-1465
0,30,2,"1",8,8,3,1,0,17570,7.2,19555,230,60,124,659,16,0,"0",8,8,10,1,0,17446,7,18896,215,59,-124,-659
0,21,1,"0",3,7,2,1,0,14505,6.8,17362,216,52,-4531,-2325,14,1,"1",7,3,8,1,1,19036,7.2,19687,252,58,4531,2325
0,15,1,"0",5,7,5,1,1,17618,7.2,19203,225,63,1000,346,11,3,"1",7,5,7,1,0,16618,7,18857,199,52,-1000,-346
1,16,2,"0",11,10,17,1,0,18858,7.4,19797,214,62,878,2182,15,2,"1",10,11,11,0,0,17980,6.8,17615,204,28,-878,-2182
0,13,13,"0",4,9,8,0,0,15400,6.6,16910,219,34,-2564,-1518,38,1,"1",9,4,10,0,0,17964,6.8,18428,229,56,2564,1518
1,17,3,"1",8,5,13,1,0,17355,6.8,17548,204,39,1890,1473,70,3,"0",5,8,5,0,0,15465,6.4,16075,177,48,-1890,-1473
0,38,1,"1",5,3,5,0,0,15999,7,18110,211,45,497,-743,14,1,"0",3,5,3,0,0,15502,7.2,18853,229,60,-497,743
1,16,7,"1",8,6,9,0,0,18262,7.2,19248,224,58,2537,2412,17,3,"0",6,8,6,1,0,15725,6.6,16836,208,41,-2537,-2412
0,21,3,"1",6,7,4,1,0,15514,6.8,17211,185,52,-1640,-1839,13,1,"0",7,6,8,1,0,17154,7.2,19050,234,52,1640,1839
1,69,3,"1",9,3,11,0,0,16678,7,17929,201,42,1351,433,13,2,"0",3,9,6,1,0,15327,6.8,17496,228,62,-1351,-433
0,18,5,"1",6,5,8,1,0,16660,6.8,17964,241,44,850,-98,14,5,"0",5,6,4,0,0,15810,7,18062,215,39,-850,98
1,12,2,"0",8,2,15,1,0,17392,7,18794,215,53,2865,2606,16,1,"1",2,8,3,0,0,14527,6.4,16188,225,52,-2865,-2606
1,38,1,"1",7,3,7,1,0,16674,7.2,18431,221,48,2176,1739,14,1,"0",3,7,3,0,0,14498,6.6,16692,212,35,-2176,-1739
0,209,1,"1",5,9,4,1,0,15703,7,17235,210,44,-1678,-2431,14,1,"0",9,5,5,0,0,17381,7.4,19666,202,52,1678,2431
1,19,5,"1",5,0,4,1,0,16797,7.2,19788,268,55,2234,1897,19,5,"0",0,5,0,0,0,14563,6.8,17891,273,57,-2234,-1897
1,20,2,"1",7,8,8,2,0,17606,6.8,17803,227,58,290,477,18,5,"0",8,7,13,0,0,17316,6.6,17326,232,37,-290,-477
1,48,12,"0",6,9,7,0,0,15993,6.8,18112,226,48,-1607,-215,30,8,"1",9,6,13,1,0,17600,7,18327,217,56,1607,215
1,17,5,"0",7,5,7,0,0,16622,7.4,18996,206,60,753,2050,17,2,"1",5,7,6,1,0,15869,6.6,16946,213,49,-753,-2050
0,15,3,"0",6,4,6,0,0,15807,6.8,17244,221,33,239,1281,16,2,"1",4,6,3,1,0,15568,6.6,15963,213,44,-239,-1281
1,17,4,"0",9,6,12,1,0,18555,7.2,19740,250,56,2976,1300,16,3,"1",6,9,6,0,0,15579,7,18440,207,48,-2976,-1300
1,18,4,"1",10,2,8,2,0,18826,7.2,19835,259,52,5616,3916,15,4,"0",2,10,2,0,0,13210,6.6,15919,184,36,-5616,-3916
0,21,3,"0",4,8,3,0,0,14787,6.6,16543,185,60,-2404,-2013,18,2,"1",8,4,8,0,0,17191,7,18556,228,36,2404,2013
1,41,5,"1",8,6,12,0,0,18675,7.6,20603,219,61,2125,2034,15,2,"0",6,8,5,1,0,16550,7,18569,222,64,-2125,-2034
1,16,4,"1",7,5,7,1,0,17106,7.2,18424,231,48,450,-219,17,6,"0",5,7,5,1,0,16656,7,18643,241,62,-450,219
1,22,3,"1",6,7,4,0,0,16956,7.2,19155,242,61,-172,594,17,3,"0",7,6,10,1,0,17128,7.2,18561,213,61,172,-594
0,9,0,"0",2,9,1,0,0,13879,6.2,15363,185,48,-4267,-3389,15,2,"1",9,2,5,2,0,18146,7,18752,232,56,4267,3389
1,16,1,"0",4,3,6,1,0,15164,7,17014,216,51,-185,-1101,12,3,"1",3,4,1,1,0,15349,7.2,18115,233,68,185,1101
1,18,3,"1",6,2,4,0,0,16849,7.4,19849,241,67,2094,2789,14,4,"0",2,6,3,0,0,14755,6.8,17060,208,56,-2094,-2789
1,17,2,"0",6,8,6,1,1,16914,6.4,16785,184,42,302,-1958,52,4,"1",8,6,6,1,0,16612,7.2,18743,208,60,-302,1958
0,17,2,"0",7,7,10,1,0,16728,7,17494,231,36,102,65,24,5,"1",7,7,8,0,0,16626,6.6,17429,195,52,-102,-65
1,14,2,"0",8,6,9,0,0,16694,6.8,17192,227,32,370,92,32,4,"1",6,8,6,1,0,16324,6.8,17100,213,48,-370,-92
0,18,6,"0",5,6,6,1,0,15826,6.8,17837,235,52,-1177,-1157,18,4,"1",6,5,4,0,0,17003,7.4,18994,242,49,1177,1157
0,26,1,"0",5,13,6,1,0,15558,6.4,16462,203,47,-3180,-3271,35,5,"1",13,5,14,0,0,18738,7.4,19733,218,34,3180,3271
0,20,3,"0",4,6,4,0,0,14053,6.6,16510,169,52,-3045,-810,19,4,"1",6,4,11,0,0,17098,6.8,17320,229,50,3045,810
0,47,3,"0",14,11,14,0,0,20887,7,18795,215,32,2049,699,169,4,"1",11,14,11,2,0,18838,6.8,18096,191,58,-2049,-699
1,19,5,"1",4,6,3,1,0,15373,6.4,16354,228,54,-1323,-1422,19,3,"0",6,4,5,0,0,16696,7,17776,216,59,1323,1422
1,15,3,"1",8,4,6,1,0,17522,7.2,18612,257,42,2392,511,19,5,"0",4,8,1,0,0,15130,7,18101,222,69,-2392,-511
1,16,2,"0",9,7,15,1,0,17088,7,17650,179,40,262,-229,16,3,"1",7,9,9,0,0,16826,7,17879,222,56,-262,229
0,16,2,"0",6,6,4,0,0,16968,7.2,18303,231,48,423,318,13,3,"1",6,6,8,2,0,16545,7,17985,219,48,-423,-318
1,22,4,"0",10,5,10,0,0,17987,7.4,19698,232,52,1810,2115,72,2,"1",5,10,4,1,0,16177,6.8,17583,222,56,-1810,-2115
